"","EOO","AOO","Nbe_unique_occ.","Nbe_subPop","Nbe_loc","Category_CriteriaB","Category_code","Category_AOO","Category_EOO"
"Anodonthyla moramora","799.343","32","13","3","4","EN","EN B1a+B2a","EN","EN"
